id_annonce,type_surface,disponibilite,ville,quartier,departement,region,typologie,residence,surface_m2,salles_de_bain,balcons,dpe,prix_eur,prix_m2_eur
V02074,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Val Fourre,78,Ile-de-France,T1,,25.5,1.0,1.0,A,59000.0,2314.0
V11169,Surface au sol,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,Maison 3 pieces,,79.7,1.0,1.0,D,559000.0,7014.0
V07105,Surface habitable,mai-2028,Meaux,Beauval,77,Ile-de-France,T3,Cour Symphonie,84.3,2.0,0.0,C,167000.0,1981.0
V14655,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T4,Les Terrasses Concorde,128.2,3.0,2.0,,1574000.0,12278.0
V14121,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T1,,24.9,1.0,0.0,G,158000.0,6345.0
V07878,Surface Carrez,Libre immediatement,Bobigny,Etoile,93,Ile-de-France,T3,,53.1,2.0,1.0,C,160000.0,3013.0
V09938,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Village,92,Ile-de-France,T2,Residence des Lilas,37.9,1.0,2.0,F,339000.0,8945.0
V08670,Surface Carrez,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,T2,Le Hameau Bellevue,42,1.0,1.0,A,156000.0,3714.0
V10914,Surface habitable,Libre immediatement,Vitry-sur-Seine,Ardoines,94,Ile-de-France,T4,,78.5,2.0,1.0,E,272000.0,3465.0
V14660,Surface Carrez,Libre immediatement,Cergy,Cergy-le-Haut,95,Ile-de-France,T3,,48.8,2.0,1.0,D,139000.0,2848.0
V04848,Surface Carrez,Libre immediatement,Antony,Pajeaud,92,Ile-de-France,T4,Le Clos Opale,72.9,3.0,0.0,E,413000.0,5665.0
V07439,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,,82.7,2.0,,D,692000.0,8368.0
V01467,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T3,,44.5,1.0,0.0,B,247000.0,5551.0
V08532,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T3,,71.7,2.0,0.0,C,596000.0,8312.0
V13470,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T2,Carre d'Argent,47.3,1.0,2.0,D,545000.0,11522.0
V12728,Surface habitable,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T2,Le Parc Montaigne,44.8,1.0,2.0,C,182000.0,4063.0
V04906,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,Villa Riviera,83.6,2.0,1.0,E,575000.0,6878.0
V08767,Surface utile,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T5,Residence Verte,106.3,3.0,1.0,E,653000.0,6143.0
V05795,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,Les Jardins Saint-Martin,72,2.0,0.0,D,519000.0,7208.0
V07202,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T4,,85.1,1.0,1.0,C,776000.0,9119.0
V08468,Surface Carrez,mai-2026,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T3,Les Terrasses Voltaire,62.2,2.0,2.0,A,262000.0,4212.0
V00761,Surface Carrez,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,T4,,75.7,1.0,0.0,C,339000.0,4478.0
V06591,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Sablons,92,Ile-de-France,T2,Esprit Belvedere,38.8,1.0,1.0,F,347000.0,8943.0
V10185,Surface habitable,Libre immediatement,Saint-Denis,Grand Centre,93,Ile-de-France,Maison 5 pieces,Les Allees des Chenes,104.1,3.0,0.0,A,249000.0,2392.0
V05296,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,,47.5,1.0,1.0,D,481000.0,10126.0
V00134,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,Cour Symphonie,30.5,1.0,1.0,E,303000.0,9934.0
V04341,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T2,Villa des Lilas,51.9,1.0,1.0,D,435000.0,8382.0
V06536,Surface au sol,Libre immediatement,Meaux,Hopital,77,Ile-de-France,Maison 3 pieces,Les Allees Bellevue,57.9,2.0,0.0,D,125000.0,2159.0
V02963,Surface utile,Libre immediatement,Melun,Saint-Aspais,77,Ile-de-France,Maison 4 pieces,Les Terrasses Bellevue,90.2,2.0,0.0,D,176000.0,1951.0
V08763,Surface Carrez,Libre immediatement,Saint-Denis,Franc-Moisin,93,Ile-de-France,T2,Carre Concorde,52,1.0,1.0,D,128000.0,2462.0
V03308,Surface Carrez,mars-2029,Paris,Montmartre,75,Ile-de-France,T5,Residence Voltaire,73.5,1.0,1.0,B,696000.0,9469.0
V02460,Surface habitable,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T3,,49.6,2.0,2.0,D,435000.0,8770.0
V03117,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T4,Le Clos Opale,104.8,1.0,1.0,D,880000.0,8397.0
V03568,Surface Carrez,oct-2026,Paris,Vaugirard,75,Ile-de-France,T2,Les Terrasses Riviera,43.6,1.0,0.0,B,416000.0,9541.0
V11623,Surface utile,mars-2026,Versailles,Saint-Louis,78,Ile-de-France,T4,Carre Latitude,59,3.0,2.0,A,543000.0,9203.0
V01841,Surface habitable,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T4,,63.3,2.0,0.0,C,395000.0,6240.0
V11547,Surface Carrez,Libre immediatement,Creteil,Lac,94,Ile-de-France,T4,,77.7,3.0,0.0,E,344000.0,4427.0
V12471,Surface Carrez,Libre immediatement,Versailles,Montreuil,78,Ile-de-France,T4,Le Clos des Chenes,78,2.0,1.0,D,544000.0,6974.0
V07824,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T6,Le Domaine du Lac,104.3,3.0,0.0,B,1028000.0,9856.0
V06604,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T4,Cour Symphonie,67.5,3.0,0.0,C,469000.0,6948.0
V03956,Surface habitable,mai-2029,Vincennes,Bois de Vincennes,94,Ile-de-France,T2,Esprit Verte,42.3,1.0,1.0,B,368000.0,8700.0
V05206,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T3,Le Clos des Acacias,65,1.0,0.0,F,519000.0,7985.0
V06630,Surface Carrez,Libre immediatement,Aubervilliers,Villette-Quatre-Chemins,93,Ile-de-France,T2,Carre Montaigne,54.4,1.0,1.0,F,168000.0,3088.0
V09524,Surface habitable,avr-2027,Aubervilliers,Landy,93,Ile-de-France,T3,Les Jardins Symphonie,71.8,1.0,0.0,A,268000.0,3733.0
V01023,Surface Carrez,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,T2,Villa des Chenes,41.6,1.0,1.0,D,208000.0,5000.0
V01684,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Village,92,Ile-de-France,T5,Le Clos Symphonie,132.4,3.0,0.0,B,1194000.0,9018.0
V06036,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T5,,123,2.0,0.0,C,1274000.0,10358.0
V12898,Surface Carrez,Libre immediatement,Saint-Germain-en-Laye,Centre-Ville,78,Ile-de-France,T2,,64.8,1.0,1.0,C,404000.0,6235.0
V03501,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T4,,131.6,3.0,2.0,D,1107000.0,8412.0
V01662,Surface Carrez,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,T3,,71.3,2.0,2.0,C,313000.0,4390.0
V13876,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Residence Belvedere,66.3,1.0,1.0,D,440000.0,6637.0
V00345,Surface Carrez,fevr-2027,Noisy-le-Grand,Mont d'Est,93,Ile-de-France,T2,Cour Riviera,39.5,1.0,2.0,A,203000.0,5139.0
V06012,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T4,Les Terrasses Voltaire,121.8,2.0,0.0,G,892000.0,7323.0
V05973,Surface habitable,Libre immediatement,Versailles,Chantiers,78,Ile-de-France,T3,,61,2.0,1.0,E,283000.0,4639.0
V02206,Surface utile,Libre immediatement,Paris,Bercy,75,Ile-de-France,T2,Cour Montaigne,51.9,1.0,2.0,E,377000.0,7264.0
V02135,Surface Carrez,janv-2026,Ivry-sur-Seine,Petit-Ivry,94,Ile-de-France,T4,Les Terrasses Bellevue,68.5,2.0,0.0,A,314000.0,4584.0
V12914,Surface Carrez,juil-2027,Massy,Vilmorin,91,Ile-de-France,T4,Les Terrasses Voltaire,87,3.0,1.0,A,328000.0,3770.0
V12021,Surface utile,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T2,,53.7,1.0,2.0,E,475000.0,8845.0
V14498,Surface Carrez,juin-2026,Paris,Champ-de-Mars,75,Ile-de-France,T5,Les Jardins Latitude,95,3.0,2.0,A,1602000.0,16863.0
V01522,Surface Carrez,Libre immediatement,Versailles,Chantiers,78,Ile-de-France,T2,Le Parc Opale,59,1.0,1.0,E,323000.0,5475.0
V05193,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Sablons,92,Ile-de-France,T3,Cour du Parc,83.2,1.0,0.0,D,812000.0,9760.0
V08093,Surface habitable,Libre immediatement,Meaux,Hopital,77,Ile-de-France,Maison 3 pieces,,65,1.0,0.0,E,107000.0,1646.0
V08211,Surface habitable,Libre immediatement,Antony,Centre-Ville,92,Ile-de-France,T3,,65.9,1.0,0.0,B,330000.0,5008.0
V09418,Surface Carrez,Libre immediatement,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T1,Esprit Voltaire,24.6,1.0,0.0,E,202000.0,8211.0
V04386,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Centre-Ville,78,Ile-de-France,T4,,98.2,3.0,2.0,C,257000.0,2617.0
V03272,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Centre-Ville,94,Ile-de-France,T4,Le Domaine Concorde,61.6,3.0,0.0,E,268000.0,4351.0
V13423,Surface Carrez,Libre immediatement,Creteil,Lac,94,Ile-de-France,T6,,95.1,3.0,,E,333000.0,3502.0
V11174,Surface Carrez,fevr-2027,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T4,Esprit d'Argent,66.3,3.0,,A,1028000.0,15505.0
V08705,Surface Carrez,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T1,,20.6,1.0,0.0,D,83000.0,4029.0
V13459,Surface Carrez,janv-2026,Noisy-le-Grand,Butte Verte,93,Ile-de-France,T3,Carre Riviera,97 - 128,1.0,0.0,B,514000.0,
V12918,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,,79.5,2.0,,D,556000.0,6994.0
V02411,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T3,Le Parc d'Argent,59.3,2.0,1.0,D,159000.0,2681.0
V06273,Surface Carrez,Libre immediatement,Antony,Centre-Ville,92,Ile-de-France,T2,,48.7,1.0,1.0,B,225000.0,4620.0
V12682,Surface habitable,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T4,Le Clos Opale,87.1,3.0,,E,537000.0,6165.0
V00188,Surface Carrez,Libre immediatement,Meaux,Centre-Ville,77,Ile-de-France,T4,Les Allees Concorde,101.1,3.0,2.0,D,260000.0,2572.0
V12709,Surface habitable,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T4,,84.2,3.0,0.0,D,715000.0,8492.0
V10930,Surface Carrez,juil-2027,Paris,La Muette,75,Ile-de-France,T1,Le Hameau Verte,28,1.0,1.0,B,330000.0,11786.0
V08024,Surface habitable,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T2,,50.9,1.0,1.0,B,444000.0,8723.0
V14319,Surface habitable,avr-2027,Vincennes,Centre-Ville,94,Ile-de-France,T4,Le Parc Symphonie,76.6,1.0,,C,532000.0,6945.0
V14988,Surface Carrez,Libre immediatement,Massy,Opera,91,Ile-de-France,T2,Les Jardins Saint-Martin,38.1,1.0,2.0,D,120000.0,3150.0
V01239,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T2,Les Jardins Verte,30.9,1.0,,E,176000.0,5696.0
V01598,Surface habitable,Libre immediatement,Antony,Les Baconnets,92,Ile-de-France,T1,Le Domaine Cristal,25.9,1.0,0.0,B,122000.0,4710.0
V04784,Surface utile,Libre immediatement,Versailles,Montreuil,78,Ile-de-France,T4,Les Allees du Parc,69.4,3.0,1.0,D,396000.0,5706.0
V02543,Surface Carrez,Libre immediatement,Cergy,Cergy-le-Haut,95,Ile-de-France,T2,,40.6,1.0,0.0,D,112000.0,2759.0
V03018,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Le Canal,91,Ile-de-France,T4,Esprit du Parc,100.2,1.0,0.0,D,305000.0,3044.0
V02967,Surface Carrez,dec-2028,Paris,Porte de Clignancourt,75,Ile-de-France,T1,Villa d'Argent,19.6,1.0,0.0,A,164000.0,8367.0
V12259,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T6,Les Jardins du Parc,153,3.0,2.0,C,1008000.0,6588.0
V09209,Surface habitable,Libre immediatement,Argenteuil,Centre-Ville,95,Ile-de-France,T3,Le Domaine Riviera,73.9,1.0,,D,265000.0,3586.0
V03391,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Sablons,92,Ile-de-France,T3,Villa des Acacias,86.4,2.0,0.0,F,698000.0,8079.0
V04041,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T5,,108,3.0,1.0,,752000.0,6963.0
V01390,Surface Carrez,Libre immediatement,Levallois-Perret,Collange,92,Ile-de-France,T3,,65.1,2.0,0.0,E,430000.0,6605.0
V05487,Surface habitable,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T4,Le Domaine Verte,84,2.0,1.0,D,828000.0,9857.0
V10134,Surface Carrez,juin-2026,Aubervilliers,Centre,93,Ile-de-France,T4,Carre des Acacias,79.6,3.0,1.0,B,366000.0,4598.0
V10956,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T2,,51.8,1.0,1.0,C,253000.0,4884.0
V09806,Surface Carrez,Libre immediatement,Trappes,Les Merisiers,78,Ile-de-France,T4,Les Allees Voltaire,82.3,3.0,0.0,E,160000.0,1944.0
V03423,Surface au sol,Libre immediatement,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,Maison 5 pieces,Cour Concorde,116.5,3.0,0.0,G,378000.0,3245.0
V04405,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T2,Les Jardins Opale,51.7,1.0,0.0,D,340000.0,6576.0
V07615,Surface Carrez,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T6,Le Clos Latitude,120.8,3.0,2.0,F,292000.0,2417.0
V05567,Surface utile,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,,53.5,1.0,2.0,B,502000.0,9383.0
V05691,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T4,,102.8,1.0,1.0,C,782000.0,7607.0
V12146,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,T3,,91.6,2.0,1.0,D,400000.0,4367.0
V11841,Surface Carrez,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,T3,,66.1,1.0,2.0,D,170000.0,2572.0
V00618,Surface Carrez,juil-2028,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T3,Residence Voltaire,56.7,2.0,0.0,B,725000.0,12787.0
V07560,Surface Carrez,fevr-2028,Paris,Le Marais,75,Ile-de-France,T4,Le Domaine des Lilas,82.6,3.0,0.0,A,1363000.0,16501.0
V04014,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T4,,110.7,3.0,1.0,E,806000.0,7281.0
V04925,Surface habitable,oct-2027,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T5,Carre des Lilas,135,3.0,0.0,C,1400000.0,10370.0
V14297,Surface Carrez,oct-2028,Boulogne-Billancourt,Point du Jour,92,Ile-de-France,T2,Esprit Belvedere,49.7,1.0,1.0,A,508000.0,10221.0
V03433,Surface Carrez,juin-2027,Vincennes,Domaine du Bois,94,Ile-de-France,T2,Le Clos Montaigne,41.1,1.0,1.0,B,363000.0,8832.0
V14475,Surface au sol,juil-2028,Montreuil,Ruffins,93,Ile-de-France,Maison 3 pieces,Le Hameau Riviera,72.9,2.0,,B,247000.0,3388.0
V03991,Surface Carrez,mai-2026,Antony,Centre-Ville,92,Ile-de-France,Maison 3 pieces,Residence Bellevue,86.4,1.0,1.0,A,589000.0,6817.0
V12536,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T4,Le Hameau Opale,97.2,3.0,1.0,B,504000.0,5185.0
V01547,Surface habitable,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T4,Carre Symphonie,114.9,3.0,1.0,F,367000.0,3194.0
V00733,Surface habitable,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T3,,61.1,2.0,1.0,E,277000.0,4534.0
V05129,Surface Carrez,Libre immediatement,Vincennes,Republique,94,Ile-de-France,T5,Le Parc Concorde,124.6,3.0,2.0,C,691000.0,5546.0
V00676,Surface Carrez,Libre immediatement,Montrouge,Ferry-Jaures,92,Ile-de-France,T4,Esprit Symphonie,79.9,3.0,1.0,F,538000.0,6733.0
V14545,Surface Carrez,Libre immediatement,Saint-Denis,Franc-Moisin,93,Ile-de-France,T3,,81.7,1.0,0.0,F,181000.0,2215.0
V11642,Surface Carrez,juil-2028,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Carre Concorde,65.1,1.0,0.0,C,438000.0,6728.0
V13906,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Les Pyramides,91,Ile-de-France,T5,,102.1,2.0,2.0,C,215000.0,2106.0
V02557,Surface habitable,juil-2027,Melun,Centre-Ville,77,Ile-de-France,T4,Les Terrasses Montaigne,77.9,1.0,0.0,A,325000.0,4172.0
V11365,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,Cour Horizon,77.9,2.0,1.0,,491000.0,6303.0
V05642,Surface Carrez,Libre immediatement,Massy,Vilmorin,91,Ile-de-France,T3,Les Allees Riviera,67.1,1.0,0.0,C,229000.0,3413.0
V00942,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,,70.3,2.0,1.0,D,554000.0,7881.0
V12122,Surface habitable,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T3,,63.1,2.0,0.0,D,497000.0,7876.0
V01475,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T4,,95.8,3.0,0.0,C,798000.0,8330.0
V04846,Surface Carrez,Libre immediatement,Saint-Denis,La Plaine,93,Ile-de-France,T4,,81.9,1.0,2.0,E,244000.0,2979.0
V08843,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Le Clos Symphonie,58.2,2.0,2.0,D,365000.0,6271.0
V05039,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T5,,98,3.0,0.0,E,1015000.0,10357.0
V10376,Surface utile,Libre immediatement,Massy,Vilmorin,91,Ile-de-France,T4,Le Domaine Saint-Martin,97.6,2.0,1.0,C,307000.0,3145.0
V04930,Surface habitable,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T1,,21,1.0,1.0,C,258000.0,12286.0
V10731,Surface habitable,oct-2027,Issy-les-Moulineaux,Corentin Celton,92,Ile-de-France,T4,Les Terrasses Montaigne,82.3,2.0,1.0,B,692000.0,8408.0
V12825,Surface habitable,fevr-2027,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T3,Le Parc Verte,66.3,2.0,0.0,B,642000.0,9683.0
V04437,Surface habitable,Libre immediatement,Evry-Courcouronnes,Bois Sauvage,91,Ile-de-France,Maison 5 pieces,,118.7,4.0,0.0,F,249000.0,2098.0
V07825,Surface habitable,Libre immediatement,Noisy-le-Grand,Champy,93,Ile-de-France,T3,Villa des Lilas,55.1,2.0,0.0,E,186000.0,3376.0
V12158,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Sablons,92,Ile-de-France,T4,,96.2,3.0,0.0,B,966000.0,10042.0
V01932,Surface Carrez,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T5,,130.7,3.0,1.0,C,991000.0,7582.0
V06616,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Val Fourre,78,Ile-de-France,T3,Carre Concorde,53.6,1.0,0.0,C,120000.0,2239.0
V10552,Surface Carrez,oct-2026,Montreuil,Bel-Air,93,Ile-de-France,T3,Carre d'Argent,73.7,1.0,0.0,C,373000.0,5061.0
V01405,Surface Carrez,Libre immediatement,Melun,Centre-Ville,77,Ile-de-France,T3,Le Clos Voltaire,71.6,2.0,2.0,C,203000.0,2835.0
V10911,Surface Carrez,Libre immediatement,Montrouge,Portes de Montrouge,92,Ile-de-France,T1,Villa Belvedere,27.9,1.0,1.0,E,176000.0,6308.0
V10910,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T2,Villa Bellevue,64.5,1.0,2.0,C,522000.0,8093.0
V08044,Surface au sol,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,Maison 6 pieces,Le Clos Belvedere,194.6,3.0,0.0,F,421000.0,2163.0
V14364,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Centre-Ville,94,Ile-de-France,T3,,51.5,2.0,,D,220000.0,4272.0
V13490,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T2,,42.9,1.0,0.0,B,554000.0,12914.0
V06882,Surface Carrez,Libre immediatement,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T3,Les Allees du Lac,74,2.0,0.0,A,647000.0,8743.0
V10217,Surface Carrez,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T3,,64,2.0,,C,207000.0,3234.0
V06144,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T3,Esprit Belvedere,56.3,2.0,1.0,B,733000.0,13020.0
V05124,Surface habitable,Libre immediatement,Mantes-la-Jolie,Gassicourt,78,Ile-de-France,T3,Le Clos Concorde,74,2.0,0.0,E,145000.0,1959.0
V14671,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T1,Les Allees Voltaire,30.3,1.0,1.0,D,226000.0,7459.0
V00285,Surface Carrez,aout-2027,Neuilly-sur-Seine,Sablons,92,Ile-de-France,Maison 4 pieces,Le Domaine Verte,101.7,3.0,1.0,B,1543000.0,15172.0
V11618,Surface Carrez,Libre immediatement,Antony,Croix de Berny,92,Ile-de-France,Maison 6 pieces,,146.6,4.0,0.0,D,747000.0,5095.0
V06808,Surface Carrez,Libre immediatement,Versailles,Chantiers,78,Ile-de-France,T2,,51.3,1.0,0.0,D,283000.0,5517.0
V03550,Surface Carrez,Libre immediatement,Montrouge,Portes de Montrouge,92,Ile-de-France,T6,,116.5,3.0,1.0,E,715000.0,6137.0
V06136,Surface Carrez,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T1,Esprit Verte,37.5,1.0,1.0,A,108000.0,2880.0
V00481,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Le Canal,91,Ile-de-France,T2,Residence Riviera,41.9,1.0,1.0,C,118000.0,2816.0
V11664,Surface Carrez,avr-2028,Paris,Belleville,75,Ile-de-France,T4,Le Parc Montaigne,77,1.0,0.0,C,679000.0,8818.0
V14300,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T4,,82.9,3.0,0.0,D,275000.0,3317.0
V10035,Surface utile,Libre immediatement,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T3,,84.1,1.0,1.0,A,239000.0,2842.0
V10244,Surface habitable,oct-2027,Montrouge,Portes de Montrouge,92,Ile-de-France,T5,Les Allees Beausejour,103.2,2.0,0.0,A,738000.0,7151.0
V05172,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Les Jardins Symphonie,79.7,2.0,1.0,E,614000.0,7704.0
V05494,Surface Carrez,Libre immediatement,Meaux,Colbert,77,Ile-de-France,T3,Residence du Parc,66.7,2.0,0.0,D,132000.0,1979.0
V05729,Surface utile,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T4,,71.8,2.0,1.0,C,736000.0,10251.0
V02289,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Sablons,92,Ile-de-France,T3,,81.7,1.0,,C,761000.0,9315.0
V01052,Surface utile,Libre immediatement,Boulogne-Billancourt,Rives de Seine,92,Ile-de-France,T2,,37.1,1.0,0.0,B,298000.0,8032.0
V05004,Surface utile,janv-2027,Nanterre,Universite,92,Ile-de-France,T3,Cour Bellevue,71.3,1.0,0.0,B,401000.0,5624.0
V07747,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T2,Le Clos Beausejour,44.6,1.0,0.0,A,657000.0,14731.0
V12892,Surface Carrez,Libre immediatement,Melun,Saint-Aspais,77,Ile-de-France,T2,Esprit Saint-Martin,43,1.0,1.0,D,102000.0,2372.0
V06207,Surface habitable,oct-2028,Paris,Montmartre,75,Ile-de-France,T5,Les Allees Saint-Martin,110.4,3.0,0.0,C,1248000.0,11304.0
V01152,Surface utile,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T5,,135.3,2.0,1.0,D,1079000.0,7975.0
V05531,Surface habitable,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T5,Les Allees Symphonie,138,2.0,0.0,E,737000.0,5341.0
V04158,Surface Carrez,Libre immediatement,Bobigny,Abreuvoir,93,Ile-de-France,T3,,70,1.0,2.0,D,255000.0,3643.0
V11191,Surface utile,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,Le Parc Bellevue,50.9,2.0,0.0,C,432000.0,8487.0
V09964,Surface Carrez,Libre immediatement,Trappes,Village,78,Ile-de-France,T2,,43.8,1.0,1.0,D,137000.0,3128.0
V00943,Surface utile,juin-2028,Argenteuil,Val d'Argent,95,Ile-de-France,T4,Le Domaine Opale,97.3,3.0,2.0,B,326000.0,3350.0
V10274,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T3,Le Parc Cristal,62.5,2.0,2.0,F,727000.0,11632.0
V09270,Surface Carrez,Libre immediatement,Saint-Germain-en-Laye,Centre-Ville,78,Ile-de-France,T2,Les Allees du Parc,46.8,1.0,0.0,C,319000.0,6816.0
V05342,Surface Carrez,mai-2026,Saint-Denis,Grand Centre,93,Ile-de-France,T2,Les Terrasses Beausejour,36.6,1.0,0.0,B,151000.0,4126.0
V00324,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T4,Les Allees du Parc,73.7,2.0,2.0,B,305000.0,4138.0
